"","k_val","calibration_r2","minimum","maximum","N","rep_n","c_r2_bd","min_bd","max_bd","c_r2_log","min_log","max_log"
"61",6.1,0.336518997503543,0.459333882934088,0.634331267854268,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"62",6.2,0.330974521178918,0.456525748135458,0.633453635901499,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"63",6.3,0.321890147001219,0.462491829073186,0.630160004414364,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"64",6.4,0.320445119936965,0.461876847715218,0.627969859932149,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"65",6.5,0.312408238589947,0.46433761030659,0.624035723529415,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"66",6.6,0.301827068273721,0.466487854307787,0.621151926989253,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"67",6.7,0.302853888810267,0.467814134426425,0.619978698531287,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"68",6.8,0.299600579584553,0.465945809727388,0.620638940707475,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"69",6.9,0.282885333854106,0.470627002240388,0.612950031170422,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"70",7,0.286547926579746,0.469913902237522,0.61358685391072,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"71",7.1,0.275796082735383,0.471220606105965,0.61151982002747,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"72",7.2,0.270607298419935,0.473665637637656,0.608874858569547,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"73",7.3,0.266246703980166,0.47549144238186,0.609316274650947,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"74",7.4,0.262333521225487,0.475814326069398,0.608200524486156,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"75",7.5,0.257998999569878,0.476380485209852,0.605589714324078,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"76",7.6,0.25489761607341,0.478471995313044,0.604127490075115,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"77",7.7,0.250016547783374,0.478318586405502,0.60237321669894,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"78",7.8,0.24610937775621,0.481140747038589,0.600492268269373,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"79",7.9,0.245752752806749,0.480984187474051,0.599755229411873,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"80",8,0.241888984915239,0.481147635492814,0.597879702952537,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"81",8.1,0.22946055716853,0.482708545382846,0.593992477409809,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"82",8.2,0.232647836607282,0.483322800043401,0.595138365002208,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"83",8.3,0.225923220993255,0.483914037105199,0.594678354979847,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"84",8.4,0.221743918496581,0.48410052695789,0.591179377833765,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"85",8.5,0.212368788493974,0.487619848597612,0.589420529323439,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"86",8.6,0.214930869806994,0.486450605750969,0.587450698961869,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"87",8.7,0.209026840764495,0.487728723850709,0.587713419325751,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"88",8.8,0.20853528255627,0.490574146419215,0.588294341275703,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"89",8.9,0.201174442302712,0.489517417451249,0.586248232551086,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"90",9,0.193597844751558,0.489935313866961,0.582453745521062,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"91",9.1,0.193781672606096,0.488995628089008,0.582356980474143,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"92",9.2,0.190402558073166,0.488618914471887,0.582872963484035,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"93",9.3,0.193505318697059,0.488674074237246,0.582098245734775,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"94",9.4,0.183182954509513,0.492409538286182,0.579688675513834,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"95",9.5,0.17969168347543,0.492478279206777,0.577356945603344,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"96",9.6,0.180973735003834,0.492844692418005,0.577630994673265,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"97",9.7,0.179011028976727,0.49396578345022,0.576729352689003,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"98",9.8,0.173077841821979,0.494608227647095,0.575453277817794,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"99",9.9,0.166990633053596,0.496514133301431,0.573434032254703,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"100",10,0.166801619121619,0.493837430524032,0.573578613749548,100,1,-0.0423210631920699,0.501722321350491,0.505272047583483,0.677950907924077,0.221915895895368,0.882273693621584
"101",0.1,-7.08396975039871,0.00580227057537348,0.997495125844203,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"102",0.2,-5.34587796525082,0.00585135534413339,0.994812477345995,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"103",0.3,-4.01656065911092,0.0279060131376164,0.993854627467127,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"104",0.4,-2.86677879359377,0.0201275777193419,0.981434609601317,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"105",0.5,-2.02966642679908,0.0354263197193771,0.978307799873444,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"106",0.6,-1.43927664573634,0.0462432019797601,0.973014217499503,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"107",0.7,-1.02925845247864,0.0579394097849836,0.962728234555941,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"108",0.8,-0.748053092759772,0.0593967460084664,0.953196901016077,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"109",0.9,-0.514602054575272,0.0704491429615567,0.942083218254196,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"110",1,-0.31982069409632,0.0793218293412261,0.939900174256838,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"111",1.1,-0.183961978063327,0.0951392138249371,0.932368787926778,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"112",1.2,-0.0319434018059559,0.10137177325015,0.916700088705588,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"113",1.3,0.0507484082922912,0.113807620261161,0.906039787073185,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"114",1.4,0.147208239734929,0.123457635734236,0.90009330276025,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"115",1.5,0.194993704091488,0.131513558723596,0.895764190171506,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"116",1.6,0.263365159976247,0.131427335866275,0.884815584456772,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"117",1.7,0.321431360479103,0.149664877373231,0.871942567642162,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"118",1.8,0.374703617404731,0.159601815362905,0.864414233889162,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"119",1.9,0.409680091923189,0.16683333240923,0.860278604013962,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"120",2,0.446567187251956,0.176463679782302,0.855595327123874,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"121",2.1,0.478105147920775,0.186810728626934,0.843492728735913,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"122",2.2,0.498040352118118,0.194604629510233,0.834687027950743,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"123",2.3,0.52028982946505,0.199063448820573,0.835808951251516,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"124",2.4,0.539543247391085,0.206341175586299,0.829089975263905,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"125",2.5,0.555909218594604,0.218228626935074,0.823452189762209,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"126",2.6,0.569080067881878,0.224472933079658,0.82651163337643,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"127",2.7,0.580275858386906,0.232230032357714,0.81810801501998,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"128",2.8,0.579489823521448,0.240897826641372,0.807523683875672,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"129",2.9,0.592072054171839,0.250474927476807,0.800095663101242,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"130",3,0.600986905211767,0.258453121425902,0.79592682774507,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"131",3.1,0.608971789070807,0.25718483653324,0.794615142841811,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"132",3.2,0.599766383567048,0.267647908310746,0.794554787191745,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"133",3.3,0.603006877473546,0.2741316368091,0.784014626543905,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"134",3.4,0.600072376168166,0.279766562585258,0.780015541051938,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"135",3.5,0.595427369838014,0.287785298459661,0.775835092272603,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"136",3.6,0.59833444254627,0.292491684285508,0.769591786536074,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"137",3.7,0.592663557090286,0.302607036274033,0.767457976420833,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"138",3.8,0.593593925831084,0.30350495340172,0.763610430971265,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"139",3.9,0.588648036023049,0.309061935187959,0.756797227301414,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"140",4,0.581622277981728,0.318791723734237,0.754295058187161,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"141",4.1,0.583300266143948,0.322034922970051,0.752044573575503,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"142",4.2,0.575056403615339,0.327308339007516,0.746483836060179,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"143",4.3,0.565289388844086,0.333082073338439,0.741547218111963,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"144",4.4,0.561157456377121,0.338353496282441,0.739823232702998,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"145",4.5,0.554318612831241,0.342593533439287,0.733379975375432,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"146",4.6,0.549163657132541,0.344884280294111,0.730266567002627,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"147",4.7,0.542569800315114,0.348594345098724,0.725086422571258,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"148",4.8,0.525894522693372,0.358696829399144,0.726326152491345,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"149",4.9,0.523485336177387,0.360376103949867,0.722143107304331,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"150",5,0.515197038693441,0.367763305572022,0.718526494024166,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"151",5.1,0.505010224429334,0.368947171260246,0.712767149502794,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"152",5.2,0.508343317534471,0.370935431137585,0.712081509610112,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"153",5.3,0.486288039856937,0.377232982603367,0.705267030986235,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"154",5.4,0.493411018120734,0.380675822866257,0.701812961237752,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"155",5.5,0.480036744729068,0.388794332968125,0.700520058118642,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"156",5.6,0.468406792858223,0.389206760301317,0.697611288608071,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"157",5.7,0.466423576221546,0.393515351212975,0.694834296269756,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"158",5.8,0.457476376550485,0.397240322204757,0.689696612527372,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"159",5.9,0.444488708470647,0.399536861087448,0.687482346766516,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"160",6,0.439586277446671,0.403662743395226,0.688370632326956,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
"161",6.1,0.443964047497134,0.403320956534704,0.685267573853038,100,2,0.0821599059256729,0.50060370829512,0.532434733380949,0.0774285455197848,0.0443822917848613,0.981109351088201
