"","k_val","calibration_r2","minimum","maximum","N","rep_n","c_r2_bd","min_bd","max_bd","c_r2_log","min_log","max_log","c_r2_log_int","min_log_int","max_log_int","default_diff","log_diff","log_int_diff","default_log_diff","default_log_int_diff"
"19",1.9,-0.314460417177016,0.137033632814478,0.735179717217269,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,-0.111624804858332,0.221451544188762,0.272254947699275,0.333076349047094,0.383879752557607
"20",2,-0.31659793205376,0.145186615024997,0.741804494480109,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,-0.113762319735075,0.219314029312018,0.270117432822531,0.333076349047094,0.383879752557607
"21",2.1,-0.273709366929745,0.155699004105572,0.727988371735712,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,-0.0708737546110609,0.262202594436033,0.313005997946546,0.333076349047094,0.383879752557607
"22",2.2,-0.252911703309764,0.158003437608965,0.721865674466197,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,-0.0500760909910798,0.283000258056014,0.333803661566527,0.333076349047094,0.383879752557607
"23",2.3,-0.247170835897882,0.172064531813208,0.718855550277327,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,-0.0443352235791972,0.288741125467896,0.339544528978409,0.333076349047094,0.383879752557607
"24",2.4,-0.23014136022519,0.179865822210505,0.710093518634315,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,-0.0273057479065055,0.305770601140588,0.356574004651101,0.333076349047094,0.383879752557607
"25",2.5,-0.198478002587547,0.181796827492863,0.706184031363516,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0043576097311373,0.337433958778231,0.388237362288744,0.333076349047094,0.383879752557607
"26",2.6,-0.187472110791788,0.18797399657342,0.703817903618418,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0153635015268963,0.34843985057399,0.399243254084503,0.333076349047094,0.383879752557607
"27",2.7,-0.181682646214013,0.197520459107202,0.695648433650057,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0211529661046717,0.354229315151765,0.405032718662278,0.333076349047094,0.383879752557607
"28",2.8,-0.162422222296744,0.201989818798928,0.693550472812111,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0404133900219406,0.373489739069034,0.424293142579547,0.333076349047094,0.383879752557607
"29",2.9,-0.149509671167298,0.211384336946576,0.692009564128757,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0533259411513862,0.38640229019848,0.437205693708993,0.333076349047094,0.383879752557607
"30",3,-0.133738922478186,0.218221494579595,0.688198011443834,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.069096689840499,0.402173038887593,0.452976442398106,0.333076349047094,0.383879752557607
"31",3.1,-0.136791239654942,0.22257384209852,0.68205116396467,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0660443726637423,0.399120721710836,0.449924125221349,0.333076349047094,0.383879752557607
"32",3.2,-0.145060837235637,0.227380158958967,0.669752566503754,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0577747750830477,0.390851124130141,0.441654527640654,0.333076349047094,0.383879752557607
"33",3.3,-0.116018816052805,0.234153051339308,0.66537132392142,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0868167962658799,0.419893145312974,0.470696548823486,0.333076349047094,0.383879752557607
"34",3.4,-0.128086939714008,0.241269226399122,0.658414536227916,100,1,-0.202835612318685,0.456575814895951,0.524105452300831,-0.535911961365778,0.0543951024946417,0.88816166514407,-0.586715364876291,0.0440385787061686,0.934801979797086,0.0747486726046769,0.40782502165177,0.458628425162283,0.333076349047094,0.383879752557607
